,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
19031,no holiday,284.26,0.0,0.0,40,Clouds,scattered clouds,2015-10-15 19:00:00,3469
19032,no holiday,283.95,0.0,0.0,1,Clear,sky is clear,2015-10-15 20:00:00,2819
19033,no holiday,282.73,0.0,0.0,1,Clear,sky is clear,2015-10-15 21:00:00,2815
19034,no holiday,282.23,0.0,0.0,1,Clear,sky is clear,2015-10-15 22:00:00,2048
19035,no holiday,276.8,0.0,0.0,1,Clear,sky is clear,2015-10-16 02:00:00,369
19036,no holiday,275.92,0.0,0.0,1,Clear,sky is clear,2015-10-16 03:00:00,375
19037,no holiday,275.13,0.0,0.0,1,Clear,sky is clear,2015-10-16 04:00:00,815
19038,no holiday,273.98,0.0,0.0,1,Clear,sky is clear,2015-10-16 08:00:00,5024
19039,no holiday,274.4,0.0,0.0,40,Clouds,scattered clouds,2015-10-16 09:00:00,4789
19040,no holiday,276.78,0.0,0.0,1,Clear,sky is clear,2015-10-16 10:00:00,4623
19041,no holiday,277.93,0.0,0.0,1,Clear,sky is clear,2015-10-16 11:00:00,5039
19042,no holiday,279.04,0.0,0.0,1,Clear,sky is clear,2015-10-16 12:00:00,5161
19043,no holiday,280.23,0.0,0.0,1,Clear,sky is clear,2015-10-16 13:00:00,5307
19044,no holiday,273.03,0.0,0.0,1,Clear,sky is clear,2015-10-17 03:00:00,360
19045,no holiday,273.27,0.0,0.0,1,Clear,sky is clear,2015-10-17 04:00:00,429
19046,no holiday,273.32,0.0,0.0,1,Clear,sky is clear,2015-10-17 05:00:00,755
19047,no holiday,273.16,0.0,0.0,1,Clear,sky is clear,2015-10-17 06:00:00,1203
19048,no holiday,272.99,0.0,0.0,1,Clear,sky is clear,2015-10-17 07:00:00,1956
19049,no holiday,276.36,0.0,0.0,1,Clear,sky is clear,2015-10-17 10:00:00,4202
19050,no holiday,284.61,0.0,0.0,1,Clear,sky is clear,2015-10-17 14:00:00,4378
19051,no holiday,284.15,0.0,0.0,1,Clear,sky is clear,2015-10-17 18:00:00,4148
19052,no holiday,281.66,0.0,0.0,1,Clear,sky is clear,2015-10-17 19:00:00,3632
19053,no holiday,277.54,0.0,0.0,1,Clear,sky is clear,2015-10-17 20:00:00,2966
19054,no holiday,274.57,0.0,0.0,1,Clear,sky is clear,2015-10-17 22:00:00,2556
19055,no holiday,273.49,0.0,0.0,1,Clear,sky is clear,2015-10-18 01:00:00,883
19056,no holiday,272.88,0.0,0.0,1,Mist,mist,2015-10-18 02:00:00,660
19057,no holiday,272.82,0.0,0.0,1,Mist,mist,2015-10-18 03:00:00,382
19058,no holiday,272.61,0.0,0.0,1,Mist,mist,2015-10-18 04:00:00,332
19059,no holiday,272.62,0.0,0.0,1,Mist,mist,2015-10-18 05:00:00,544
19060,no holiday,272.95,0.0,0.0,1,Mist,mist,2015-10-18 06:00:00,832
19061,no holiday,273.08,0.0,0.0,1,Mist,mist,2015-10-18 07:00:00,1272
19062,no holiday,274.29,0.0,0.0,1,Clear,sky is clear,2015-10-18 08:00:00,2131
19063,no holiday,281.79,0.0,0.0,1,Clear,sky is clear,2015-10-18 10:00:00,4080
19064,no holiday,289.28,0.0,0.0,1,Clear,sky is clear,2015-10-18 14:00:00,4323
19065,no holiday,290.5,0.0,0.0,1,Clear,sky is clear,2015-10-18 15:00:00,4394
19066,no holiday,290.29,0.0,0.0,1,Clear,sky is clear,2015-10-18 16:00:00,4380
19067,no holiday,286.55,0.0,0.0,1,Clear,sky is clear,2015-10-18 19:00:00,3512
19068,no holiday,285.75,0.0,0.0,1,Clear,sky is clear,2015-10-18 20:00:00,2865
19069,no holiday,285.62,0.0,0.0,1,Clear,sky is clear,2015-10-18 21:00:00,2256
19070,no holiday,285.01,0.0,0.0,1,Clear,sky is clear,2015-10-18 22:00:00,1513
19071,no holiday,284.93,0.0,0.0,1,Clear,sky is clear,2015-10-18 23:00:00,968
19072,no holiday,284.88,0.0,0.0,1,Clear,sky is clear,2015-10-19 00:00:00,548
19073,no holiday,284.79,0.0,0.0,1,Clear,sky is clear,2015-10-19 02:00:00,256
19074,no holiday,284.79,0.0,0.0,1,Clear,sky is clear,2015-10-19 03:00:00,313
19075,no holiday,284.87,0.0,0.0,1,Clear,sky is clear,2015-10-19 04:00:00,893
19076,no holiday,285.43,0.0,0.0,1,Clear,sky is clear,2015-10-19 05:00:00,2764
19077,no holiday,286.01,0.0,0.0,1,Clear,sky is clear,2015-10-19 06:00:00,5769
19078,no holiday,286.08,0.0,0.0,1,Clear,sky is clear,2015-10-19 07:00:00,6383
19079,no holiday,289.51,0.0,0.0,1,Clear,sky is clear,2015-10-19 10:00:00,4131
19080,no holiday,291.15,0.0,0.0,1,Clear,sky is clear,2015-10-19 11:00:00,4441
19081,no holiday,292.3,0.0,0.0,90,Rain,light rain,2015-10-19 12:00:00,4677
19082,no holiday,294.51,0.0,0.0,40,Clouds,scattered clouds,2015-10-19 14:00:00,5101
19083,no holiday,294.94,0.0,0.0,40,Clouds,scattered clouds,2015-10-19 15:00:00,5684
19084,no holiday,296.46,0.0,0.0,1,Thunderstorm,thunderstorm,2015-10-19 16:00:00,6414
19085,no holiday,293.14,0.0,0.0,40,Haze,haze,2015-10-19 18:00:00,4394
19086,no holiday,291.9,0.0,0.0,40,Rain,light rain,2015-10-19 19:00:00,3147
19087,no holiday,288.5,0.0,0.0,1,Clear,sky is clear,2015-10-19 20:00:00,2522
19088,no holiday,287.22,0.0,0.0,1,Clear,sky is clear,2015-10-19 21:00:00,2179
19089,no holiday,286.69,0.0,0.0,1,Clear,sky is clear,2015-10-19 22:00:00,1511
19090,no holiday,285.43,0.0,0.0,1,Clear,sky is clear,2015-10-19 23:00:00,904
19091,no holiday,283.92,0.0,0.0,1,Clear,sky is clear,2015-10-20 05:00:00,2869
19092,no holiday,284.69,0.0,0.0,1,Clear,sky is clear,2015-10-20 09:00:00,5078
19093,no holiday,286.38,0.0,0.0,1,Clear,sky is clear,2015-10-20 10:00:00,4558
19094,no holiday,289.73,0.0,0.0,1,Clear,sky is clear,2015-10-20 12:00:00,4811
19095,no holiday,290.72,0.0,0.0,1,Clear,sky is clear,2015-10-20 13:00:00,4808
19096,no holiday,291.19,0.0,0.0,1,Clear,sky is clear,2015-10-20 14:00:00,5156
19097,no holiday,292.07,0.0,0.0,1,Clear,sky is clear,2015-10-20 15:00:00,5891
19098,no holiday,292.22,0.0,0.0,1,Clear,sky is clear,2015-10-20 17:00:00,6192
19099,no holiday,289.12,0.0,0.0,1,Clear,sky is clear,2015-10-20 19:00:00,3372
19100,no holiday,288.02,0.0,0.0,1,Clear,sky is clear,2015-10-20 20:00:00,2865
19101,no holiday,287.28,0.0,0.0,40,Clouds,scattered clouds,2015-10-20 21:00:00,2469
19102,no holiday,286.81,0.0,0.0,1,Clear,sky is clear,2015-10-20 22:00:00,1568
19103,no holiday,286.52,0.0,0.0,1,Rain,light rain,2015-10-20 23:00:00,957
19104,no holiday,286.04,0.0,0.0,1,Rain,light rain,2015-10-21 00:00:00,487
19105,no holiday,285.45,0.0,0.0,40,Rain,moderate rain,2015-10-21 03:00:00,327
19106,no holiday,285.02,0.0,0.0,1,Clear,sky is clear,2015-10-21 04:00:00,913
19107,no holiday,284.57,0.0,0.0,1,Clear,sky is clear,2015-10-21 05:00:00,2840
19108,no holiday,283.98,0.0,0.0,1,Clear,sky is clear,2015-10-21 06:00:00,5882
19109,no holiday,284.07,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 07:00:00,5492
19110,no holiday,285.36,0.25,0.0,1,Rain,light rain,2015-10-21 09:00:00,5586
19111,no holiday,286.5,0.0,0.0,1,Clear,sky is clear,2015-10-21 10:00:00,4551
19112,no holiday,287.67,0.0,0.0,1,Clear,sky is clear,2015-10-21 11:00:00,4711
19113,no holiday,288.94,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 12:00:00,4969
19114,no holiday,289.61,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 13:00:00,4963
19115,no holiday,289.46,0.0,0.0,1,Clear,sky is clear,2015-10-21 14:00:00,5312
19116,no holiday,289.83,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 15:00:00,5659
19117,no holiday,288.79,0.0,0.0,40,Clouds,scattered clouds,2015-10-21 16:00:00,6378
19118,no holiday,287.51,0.0,0.0,1,Clear,sky is clear,2015-10-21 17:00:00,6349
19119,no holiday,285.64,0.0,0.0,1,Clear,sky is clear,2015-10-21 18:00:00,4724
19120,no holiday,283.65,0.0,0.0,1,Clear,sky is clear,2015-10-21 19:00:00,3420
19121,no holiday,282.3,0.0,0.0,1,Clear,sky is clear,2015-10-21 20:00:00,3054
19122,no holiday,280.42,0.0,0.0,1,Clear,sky is clear,2015-10-21 22:00:00,1783
19123,no holiday,279.34,0.0,0.0,1,Clear,sky is clear,2015-10-21 23:00:00,1025
19124,no holiday,278.44,0.0,0.0,1,Clear,sky is clear,2015-10-22 00:00:00,560
19125,no holiday,277.17,0.0,0.0,1,Clear,sky is clear,2015-10-22 01:00:00,358
19126,no holiday,276.56,0.0,0.0,1,Clear,sky is clear,2015-10-22 02:00:00,261
19127,no holiday,276.22,0.0,0.0,1,Clear,sky is clear,2015-10-22 03:00:00,368
19128,no holiday,275.69,0.0,0.0,1,Clear,sky is clear,2015-10-22 04:00:00,885
19129,no holiday,275.55,0.0,0.0,1,Clear,sky is clear,2015-10-22 05:00:00,2766
19130,no holiday,275.4,0.0,0.0,1,Clear,sky is clear,2015-10-22 06:00:00,5859
19131,no holiday,275.24,0.0,0.0,1,Mist,mist,2015-10-22 07:00:00,6464
19132,no holiday,275.08,0.0,0.0,1,Mist,mist,2015-10-22 08:00:00,5808
19133,no holiday,278.2,0.0,0.0,1,Mist,mist,2015-10-22 09:00:00,5220
19134,no holiday,281.53,0.0,0.0,1,Haze,haze,2015-10-22 10:00:00,4583
19135,no holiday,285.09,0.0,0.0,1,Clear,sky is clear,2015-10-22 11:00:00,4746
19136,no holiday,287.45,0.0,0.0,1,Haze,haze,2015-10-22 12:00:00,5130
19137,no holiday,288.81,0.0,0.0,1,Clear,sky is clear,2015-10-22 13:00:00,4913
19138,no holiday,290.38,0.0,0.0,1,Clear,sky is clear,2015-10-22 15:00:00,5844
19139,no holiday,290.0,0.0,0.0,1,Clear,sky is clear,2015-10-22 16:00:00,6432
19140,no holiday,287.04,0.0,0.0,1,Clear,sky is clear,2015-10-22 18:00:00,4815
19141,no holiday,282.42,0.0,0.0,1,Clear,sky is clear,2015-10-22 20:00:00,3094
19142,no holiday,282.17,0.0,0.0,90,Haze,haze,2015-10-22 21:00:00,3613
19143,no holiday,283.27,0.0,0.0,1,Clear,sky is clear,2015-10-22 22:00:00,3674
19144,no holiday,283.07,0.0,0.0,1,Rain,light rain,2015-10-23 00:00:00,652
19145,no holiday,283.07,0.0,0.0,1,Drizzle,light intensity drizzle,2015-10-23 00:00:00,652
19146,no holiday,283.52,0.51,0.0,75,Rain,light rain,2015-10-23 01:00:00,405
19147,no holiday,283.98,0.0,0.0,75,Rain,light rain,2015-10-23 02:00:00,346
19148,no holiday,284.54,0.0,0.0,90,Rain,light rain,2015-10-23 03:00:00,417
19149,no holiday,284.54,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 03:00:00,417
19150,no holiday,283.98,0.0,0.0,90,Rain,moderate rain,2015-10-23 05:00:00,2589
19151,no holiday,284.0,0.0,0.0,90,Rain,light rain,2015-10-23 06:00:00,5525
19152,no holiday,283.29,0.0,0.0,90,Rain,heavy intensity rain,2015-10-23 07:00:00,5776
19153,no holiday,282.36,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 09:00:00,4961
19154,no holiday,282.36,0.0,0.0,90,Rain,moderate rain,2015-10-23 09:00:00,4961
19155,no holiday,282.61,0.0,0.0,90,Rain,light rain,2015-10-23 10:00:00,4667
19156,no holiday,282.61,0.0,0.0,90,Drizzle,drizzle,2015-10-23 10:00:00,4667
19157,no holiday,282.61,0.0,0.0,90,Rain,moderate rain,2015-10-23 11:00:00,5013
19158,no holiday,282.61,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-23 11:00:00,5013
19159,no holiday,281.75,0.0,0.0,1,Clear,sky is clear,2015-10-27 08:00:00,5957
19160,no holiday,282.58,0.0,0.0,1,Clear,sky is clear,2015-10-27 10:00:00,4549
19161,no holiday,284.21,0.0,0.0,90,Clouds,overcast clouds,2015-10-27 12:00:00,4780
19162,no holiday,285.36,0.0,0.0,1,Clear,sky is clear,2015-10-27 13:00:00,4781
19163,no holiday,285.81,0.0,0.0,90,Clouds,overcast clouds,2015-10-27 15:00:00,5746
19164,no holiday,285.72,0.0,0.0,75,Clouds,broken clouds,2015-10-27 17:00:00,6324
19165,no holiday,285.15,0.0,0.0,90,Rain,moderate rain,2015-10-27 19:00:00,3157
19166,no holiday,285.15,0.0,0.0,90,Drizzle,drizzle,2015-10-27 19:00:00,3157
19167,no holiday,283.44,0.0,0.0,90,Rain,heavy intensity rain,2015-10-27 21:00:00,3469
19168,no holiday,283.44,0.0,0.0,90,Mist,mist,2015-10-27 21:00:00,3469
19169,no holiday,283.44,0.0,0.0,90,Drizzle,drizzle,2015-10-27 21:00:00,3469
19170,no holiday,282.15,0.0,0.0,90,Rain,moderate rain,2015-10-27 23:00:00,1042
19171,no holiday,282.15,0.0,0.0,90,Mist,mist,2015-10-27 23:00:00,1042
19172,no holiday,282.15,0.0,0.0,90,Drizzle,drizzle,2015-10-27 23:00:00,1042
19173,no holiday,281.43,0.0,0.0,90,Rain,moderate rain,2015-10-28 00:00:00,507
19174,no holiday,281.43,0.0,0.0,90,Mist,mist,2015-10-28 00:00:00,507
19175,no holiday,281.43,0.0,0.0,90,Drizzle,drizzle,2015-10-28 00:00:00,507
19176,no holiday,281.43,0.0,0.0,90,Rain,moderate rain,2015-10-28 01:00:00,339
19177,no holiday,281.43,0.0,0.0,90,Mist,mist,2015-10-28 01:00:00,339
19178,no holiday,281.43,0.0,0.0,90,Drizzle,drizzle,2015-10-28 01:00:00,339
19179,no holiday,281.29,0.0,0.0,90,Rain,moderate rain,2015-10-28 04:00:00,910
19180,no holiday,281.29,0.0,0.0,90,Mist,mist,2015-10-28 04:00:00,910
19181,no holiday,281.29,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 04:00:00,910
19182,no holiday,281.15,0.0,0.0,90,Rain,moderate rain,2015-10-28 06:00:00,5687
19183,no holiday,281.15,0.0,0.0,90,Mist,mist,2015-10-28 06:00:00,5687
19184,no holiday,281.15,0.0,0.0,90,Drizzle,drizzle,2015-10-28 06:00:00,5687
19185,no holiday,280.93,0.0,0.0,90,Rain,moderate rain,2015-10-28 08:00:00,5329
19186,no holiday,280.93,0.0,0.0,90,Mist,mist,2015-10-28 08:00:00,5329
19187,no holiday,280.93,0.0,0.0,90,Drizzle,drizzle,2015-10-28 08:00:00,5329
19188,no holiday,280.77,0.0,0.0,90,Rain,moderate rain,2015-10-28 10:00:00,4642
19189,no holiday,280.77,0.0,0.0,90,Mist,mist,2015-10-28 10:00:00,4642
19190,no holiday,280.77,0.0,0.0,90,Drizzle,drizzle,2015-10-28 10:00:00,4642
19191,no holiday,278.01,0.0,0.0,90,Rain,light rain,2015-10-28 12:00:00,4865
19192,no holiday,278.01,0.0,0.0,90,Mist,mist,2015-10-28 12:00:00,4865
19193,no holiday,278.01,0.0,0.0,90,Drizzle,drizzle,2015-10-28 12:00:00,4865
19194,no holiday,276.58,0.0,0.0,90,Rain,moderate rain,2015-10-28 13:00:00,4958
19195,no holiday,276.58,0.0,0.0,90,Mist,mist,2015-10-28 13:00:00,4958
19196,no holiday,276.58,0.0,0.0,90,Drizzle,drizzle,2015-10-28 13:00:00,4958
19197,no holiday,275.86,0.0,0.0,90,Rain,light rain,2015-10-28 15:00:00,5691
19198,no holiday,275.86,0.0,0.0,90,Snow,light rain and snow,2015-10-28 15:00:00,5691
19199,no holiday,275.86,0.0,0.0,90,Mist,mist,2015-10-28 15:00:00,5691
19200,no holiday,275.86,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 15:00:00,5691
19201,no holiday,275.58,0.0,0.0,90,Rain,light rain,2015-10-28 17:00:00,5848
19202,no holiday,275.58,0.0,0.0,90,Snow,light snow,2015-10-28 17:00:00,5848
19203,no holiday,275.58,0.0,0.0,90,Mist,mist,2015-10-28 17:00:00,5848
19204,no holiday,275.58,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-28 17:00:00,5848
19205,no holiday,274.95,0.0,0.0,90,Snow,light snow,2015-10-28 19:00:00,3172
19206,no holiday,274.95,0.0,0.0,90,Rain,light rain,2015-10-28 19:00:00,3172
19207,no holiday,274.95,0.0,0.0,90,Mist,mist,2015-10-28 19:00:00,3172
19208,no holiday,274.55,0.0,0.0,90,Snow,light snow,2015-10-28 21:00:00,2398
19209,no holiday,274.55,0.0,0.0,90,Mist,mist,2015-10-28 21:00:00,2398
19210,no holiday,274.55,0.0,0.0,90,Rain,light rain,2015-10-28 21:00:00,2398
19211,no holiday,274.48,0.0,0.0,90,Snow,light snow,2015-10-28 23:00:00,935
19212,no holiday,274.48,0.0,0.0,90,Mist,mist,2015-10-28 23:00:00,935
19213,no holiday,274.48,0.0,0.0,90,Rain,light rain,2015-10-28 23:00:00,935
19214,no holiday,275.08,0.0,0.0,90,Snow,light snow,2015-10-29 01:00:00,317
19215,no holiday,275.08,0.0,0.0,90,Mist,mist,2015-10-29 01:00:00,317
19216,no holiday,275.08,0.0,0.0,90,Rain,moderate rain,2015-10-29 01:00:00,317
19217,no holiday,275.55,0.0,0.0,90,Rain,moderate rain,2015-10-29 02:00:00,229
19218,no holiday,275.55,0.0,0.0,90,Drizzle,drizzle,2015-10-29 02:00:00,229
19219,no holiday,276.08,0.0,0.0,90,Rain,moderate rain,2015-10-29 04:00:00,888
19220,no holiday,276.08,0.0,0.0,90,Drizzle,drizzle,2015-10-29 04:00:00,888
19221,no holiday,277.08,0.0,0.0,90,Rain,light rain,2015-10-29 06:00:00,5734
19222,no holiday,277.08,0.0,0.0,90,Drizzle,drizzle,2015-10-29 06:00:00,5734
19223,no holiday,278.93,0.0,0.0,90,Rain,light rain,2015-10-29 08:00:00,5760
19224,no holiday,278.93,0.0,0.0,90,Drizzle,drizzle,2015-10-29 08:00:00,5760
19225,no holiday,279.68,0.0,0.0,90,Rain,moderate rain,2015-10-29 10:00:00,4518
19226,no holiday,279.68,0.0,0.0,90,Mist,mist,2015-10-29 10:00:00,4518
19227,no holiday,279.68,0.0,0.0,90,Drizzle,drizzle,2015-10-29 10:00:00,4518
19228,no holiday,281.08,0.0,0.0,90,Drizzle,drizzle,2015-10-29 12:00:00,4896
19229,no holiday,281.08,0.0,0.0,90,Rain,light rain,2015-10-29 12:00:00,4896
19230,no holiday,281.42,0.0,0.0,90,Rain,moderate rain,2015-10-29 13:00:00,4850
19231,no holiday,281.22,0.0,0.0,90,Mist,mist,2015-10-29 15:00:00,6000
19232,no holiday,280.55,0.0,0.0,90,Clouds,overcast clouds,2015-10-29 17:00:00,6320
19233,no holiday,280.15,0.0,0.0,90,Clouds,overcast clouds,2015-10-29 19:00:00,3428
19234,no holiday,280.02,0.0,0.0,90,Clouds,overcast clouds,2015-10-29 21:00:00,2746
19235,no holiday,279.87,0.0,0.0,90,Clouds,overcast clouds,2015-10-29 23:00:00,1242
19236,no holiday,279.51,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 00:00:00,668
19237,no holiday,279.51,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 02:00:00,306
19238,no holiday,279.22,0.0,0.0,90,Mist,mist,2015-10-30 04:00:00,869
19239,no holiday,278.55,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 06:00:00,5771
19240,no holiday,277.89,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 08:00:00,5405
19241,no holiday,278.86,0.0,0.0,90,Clouds,overcast clouds,2015-10-30 10:00:00,4831
19242,no holiday,280.72,0.0,0.0,40,Clouds,scattered clouds,2015-10-30 12:00:00,5676
19243,no holiday,283.01,0.0,0.0,1,Clear,sky is clear,2015-10-30 13:00:00,5466
19244,no holiday,283.82,0.0,0.0,1,Clear,sky is clear,2015-10-30 15:00:00,6158
19245,no holiday,284.15,0.0,0.0,40,Clouds,scattered clouds,2015-10-30 17:00:00,5934
19246,no holiday,282.89,0.0,0.0,40,Clouds,scattered clouds,2015-10-30 19:00:00,4015
19247,no holiday,283.01,0.0,0.0,90,Drizzle,drizzle,2015-10-30 21:00:00,3120
19248,no holiday,281.69,0.0,0.0,90,Rain,moderate rain,2015-10-30 23:00:00,2144
19249,no holiday,281.69,0.0,0.0,90,Drizzle,drizzle,2015-10-30 23:00:00,2144
19250,no holiday,280.42,0.0,0.0,90,Drizzle,heavy intensity drizzle,2015-10-31 00:00:00,1314
19251,no holiday,280.42,0.0,0.0,90,Rain,moderate rain,2015-10-31 00:00:00,1314
19252,no holiday,280.58,0.0,0.0,90,Rain,moderate rain,2015-10-31 03:00:00,411
19253,no holiday,280.58,0.0,0.0,90,Mist,mist,2015-10-31 03:00:00,411
19254,no holiday,280.55,0.0,0.0,90,Rain,moderate rain,2015-10-31 05:00:00,721
19255,no holiday,280.55,0.0,0.0,90,Mist,mist,2015-10-31 05:00:00,721
19256,no holiday,280.55,0.0,0.0,90,Drizzle,drizzle,2015-10-31 05:00:00,721
19257,no holiday,280.29,0.0,0.0,90,Rain,heavy intensity rain,2015-10-31 07:00:00,1806
19258,no holiday,280.29,0.0,0.0,90,Mist,mist,2015-10-31 07:00:00,1806
19259,no holiday,280.29,0.0,0.0,90,Drizzle,drizzle,2015-10-31 07:00:00,1806
19260,no holiday,280.37,0.0,0.0,90,Rain,moderate rain,2015-10-31 09:00:00,3356
19261,no holiday,280.37,0.0,0.0,90,Mist,mist,2015-10-31 09:00:00,3356
19262,no holiday,280.37,0.0,0.0,90,Drizzle,drizzle,2015-10-31 09:00:00,3356
19263,no holiday,280.86,0.0,0.0,90,Rain,light rain,2015-10-31 11:00:00,5488
19264,no holiday,280.86,0.0,0.0,90,Mist,mist,2015-10-31 11:00:00,5488
19265,no holiday,281.46,0.0,0.0,90,Mist,mist,2015-10-31 13:00:00,4546
19266,no holiday,281.46,0.0,0.0,90,Drizzle,light intensity drizzle,2015-10-31 13:00:00,4546
19267,no holiday,281.46,0.0,0.0,90,Rain,light rain,2015-10-31 13:00:00,4546
19268,no holiday,282.3,0.0,0.0,90,Clouds,overcast clouds,2015-10-31 15:00:00,4648
19269,no holiday,283.08,0.0,0.0,90,Clouds,overcast clouds,2015-10-31 17:00:00,4105
19270,no holiday,282.22,0.0,0.0,40,Clouds,scattered clouds,2015-10-31 19:00:00,3012
19271,no holiday,283.0,0.0,0.0,90,Rain,light rain,2015-10-31 21:00:00,2880
19272,no holiday,282.75,0.0,0.0,90,Clouds,overcast clouds,2015-10-31 23:00:00,2017
19273,no holiday,282.81,0.0,0.0,75,Clouds,broken clouds,2015-11-01 00:00:00,1825
19274,no holiday,281.44,0.0,0.0,1,Clear,sky is clear,2015-11-01 01:00:00,779
19275,no holiday,281.15,0.0,0.0,90,Clouds,overcast clouds,2015-11-01 03:00:00,314
19276,no holiday,280.28,0.0,0.0,75,Clouds,broken clouds,2015-11-01 05:00:00,447
19277,no holiday,279.02,0.0,0.0,90,Clouds,overcast clouds,2015-11-01 07:00:00,1266
19278,no holiday,279.5,0.0,0.0,40,Clouds,scattered clouds,2015-11-01 09:00:00,2890
19279,no holiday,283.49,0.0,0.0,1,Clear,sky is clear,2015-11-01 11:00:00,3790
19280,no holiday,284.68,0.0,0.0,1,Clear,sky is clear,2015-11-01 13:00:00,4046
19281,no holiday,285.65,0.0,0.0,1,Clear,sky is clear,2015-11-01 15:00:00,4365
19282,no holiday,285.22,0.0,0.0,1,Clear,sky is clear,2015-11-01 17:00:00,4628
19283,no holiday,283.77,0.0,0.0,1,Clear,sky is clear,2015-11-01 19:00:00,3017
19284,no holiday,283.15,0.0,0.0,75,Clouds,broken clouds,2015-11-01 21:00:00,1733
19285,no holiday,282.23,0.0,0.0,1,Clear,sky is clear,2015-11-01 23:00:00,878
19286,no holiday,280.59,0.0,0.0,1,Clear,sky is clear,2015-11-02 00:00:00,432
19287,no holiday,280.37,0.0,0.0,40,Clouds,scattered clouds,2015-11-02 01:00:00,288
19288,no holiday,280.29,0.0,0.0,1,Clear,sky is clear,2015-11-02 04:00:00,900
19289,no holiday,280.01,0.0,0.0,1,Clear,sky is clear,2015-11-02 06:00:00,6177
19290,no holiday,280.15,0.0,0.0,75,Mist,mist,2015-11-02 07:00:00,6532
19291,no holiday,285.36,0.0,0.0,75,Clouds,broken clouds,2015-11-02 10:00:00,4477
19292,no holiday,289.58,0.0,0.0,1,Clear,sky is clear,2015-11-02 12:00:00,4657
19293,no holiday,292.8,0.0,0.0,1,Clear,sky is clear,2015-11-02 13:00:00,4690
19294,no holiday,293.29,0.0,0.0,1,Clear,sky is clear,2015-11-02 15:00:00,5717
19295,no holiday,291.0,0.0,0.0,20,Haze,haze,2015-11-02 17:00:00,6198
19296,no holiday,285.17,0.0,0.0,1,Clear,sky is clear,2015-11-02 19:00:00,2915
19297,no holiday,282.51,0.0,0.0,1,Clear,sky is clear,2015-11-02 21:00:00,2108
19298,no holiday,280.86,0.0,0.0,1,Clear,sky is clear,2015-11-02 23:00:00,972
19299,no holiday,280.15,0.0,0.0,1,Clear,sky is clear,2015-11-03 00:00:00,486
19300,no holiday,279.87,0.0,0.0,1,Mist,mist,2015-11-03 01:00:00,302
19301,no holiday,279.79,0.0,0.0,90,Mist,mist,2015-11-03 02:00:00,229
19302,no holiday,279.73,0.0,0.0,1,Mist,mist,2015-11-03 04:00:00,891
19303,no holiday,279.08,0.0,0.0,1,Mist,mist,2015-11-03 06:00:00,6110
19304,no holiday,279.08,0.0,0.0,1,Fog,fog,2015-11-03 06:00:00,6110
19305,no holiday,280.43,0.0,0.0,1,Mist,mist,2015-11-03 08:00:00,5719
19306,no holiday,280.43,0.0,0.0,1,Fog,fog,2015-11-03 08:00:00,5719
19307,no holiday,285.64,0.0,0.0,40,Fog,fog,2015-11-03 10:00:00,4389
19308,no holiday,290.15,0.0,0.0,1,Clear,sky is clear,2015-11-03 12:00:00,5042
19309,no holiday,293.55,0.0,0.0,1,Clear,sky is clear,2015-11-03 14:00:00,5646
19310,no holiday,294.15,0.0,0.0,5,Clear,sky is clear,2015-11-03 16:00:00,6548
19311,no holiday,290.62,0.0,0.0,5,Clear,sky is clear,2015-11-03 18:00:00,4446
19312,no holiday,289.44,0.0,0.0,1,Clear,sky is clear,2015-11-03 20:00:00,2640
19313,no holiday,288.29,0.0,0.0,1,Clear,sky is clear,2015-11-03 22:00:00,1584
19314,no holiday,287.14,0.0,0.0,1,Haze,haze,2015-11-03 23:00:00,994
19315,no holiday,287.15,0.0,0.0,1,Mist,mist,2015-11-04 01:00:00,336
19316,no holiday,286.87,0.0,0.0,1,Mist,mist,2015-11-04 03:00:00,367
19317,no holiday,286.01,0.0,0.0,1,Mist,mist,2015-11-04 05:00:00,3025
19318,no holiday,285.22,0.0,0.0,1,Mist,mist,2015-11-04 07:00:00,6469
19319,no holiday,286.23,0.0,0.0,75,Mist,mist,2015-11-04 08:00:00,6098
19320,no holiday,288.29,0.0,0.0,90,Mist,mist,2015-11-04 11:00:00,4852
19321,no holiday,288.44,0.0,0.0,90,Haze,haze,2015-11-04 12:00:00,5028
19322,no holiday,288.44,0.0,0.0,90,Mist,mist,2015-11-04 12:00:00,5028
19323,no holiday,288.44,0.0,0.0,90,Haze,haze,2015-11-04 14:00:00,5226
